id,points,inhabitants,_100k_inhabitants
01,17,397004,3.97004
02,11,292624,2.92624
03,15,427276,4.27276
04,12,343500,3.435
05,5,259277,2.59277
06,2,310044,3.10044
07,11,356959,3.56959
08,11,329488,3.29488
09,5,297236,2.97236
10,3,294091,2.94091
11,6,315548,3.15548
12,4,274098,2.74098
