id,points,inhabitants,_100k_inhabitants
01,32,397004,3.97004
02,11,292624,2.92624
03,13,427276,4.27276
04,19,343500,3.435
05,3,259277,2.59277
06,9,310044,3.10044
07,6,356959,3.56959
08,3,329488,3.29488
09,8,297236,2.97236
10,3,294091,2.94091
11,8,315548,3.15548
12,5,274098,2.74098
