id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
0450,56235,3560,5397,1856,6213,18741,7420,5884,7164,28759,32919,100.0,6.3305770427669605,9.597225926913843,3.3004356717346846,11.04827954121099,33.32622032542012,13.19462967902552,10.463234640348537,12.739397172579354,51.14074864408287,58.53827687383302
0510,55748,5031,7482,2332,6422,17701,6984,4906,4890,27460,34168,100.0,9.024538996914687,13.42110927746287,4.183109707971586,11.51969577383942,31.751811724187412,12.527803688024683,8.800315706393054,8.771615125206285,49.25737246179235,61.29009112434527
0520,40040,3410,5677,1803,4433,12177,5082,3894,3564,19714,23868,100.0,8.516483516483516,14.178321678321678,4.502997002997003,11.071428571428571,30.41208791208791,12.692307692307692,9.725274725274726,8.901098901098901,49.235764235764236,59.61038961038961
0530,18304,1700,2208,686,1839,5993,2408,1741,1729,9084,9642,100.0,9.287587412587413,12.062937062937063,3.7478146853146854,10.046984265734265,32.74147727272727,13.155594405594407,9.511582167832168,9.446022727272728,49.62849650349651,52.67701048951049
0540,4328,308,777,267,356,919,628,478,595,2232,1685,100.0,7.116451016635859,17.952865064695008,6.16913123844732,8.22550831792976,21.233826247689464,14.510166358595194,11.044362292051755,13.747689463955638,51.571164510166355,38.93253234750462
0610,28463,2025,3000,964,3070,9388,3827,2925,3264,14721,15304,100.0,7.114499525700031,10.539999297333381,3.386853107543126,10.78593261427116,32.98317113445526,13.445525770298284,10.276499314900047,11.467519235498717,51.71977655201489,53.768049748796685
0620,28101,2179,3405,1067,3232,8583,3622,2722,3291,14311,15270,100.0,7.754172449379025,12.117006512223764,3.7970178997188713,11.501370058005053,30.543397032134088,12.889221024162842,9.686488025337177,11.71132699903918,50.92701327354898,54.339703213408775
0630,26129,1903,3408,1165,3208,7546,3399,2576,2924,13504,14036,100.0,7.283095411228903,13.042979065406254,4.458647479811703,12.277546021661754,28.879788740479928,13.00853457843775,9.858777603429141,11.190631099544568,51.682039113628534,53.718091009988896
0640,20025,1335,2682,914,2866,5110,2463,2144,2511,10558,10728,100.0,6.666666666666667,13.393258426966293,4.564294631710362,14.31210986267166,25.518102372034956,12.299625468164795,10.706616729088639,12.53932584269663,52.72409488139825,53.57303370786517
0710,27259,1563,2397,828,2915,9113,3621,3183,3639,13307,16199,100.0,5.733886055981511,8.793426024432298,3.0375288895410693,10.693715836971275,33.43116035070986,13.283686122014748,11.67687736160534,13.3497193587439,48.81690450860267,59.42624454308668
0720,23507,1644,2289,685,2641,8597,3004,2326,2321,11580,13368,100.0,6.993661462543073,9.737524992555409,2.914025609392947,11.234951291104778,36.572084910877614,12.779172161483812,9.894924915982473,9.873654656059896,49.2619219806866,56.86816692899988
0730,18040,1464,1776,609,2044,6204,2238,1825,1880,9257,9746,100.0,8.11529933481153,9.84478935698448,3.3758314855875833,11.330376940133037,34.390243902439025,12.405764966740577,10.116407982261642,10.42128603104213,51.31374722838138,54.024390243902445
0740,30879,2429,3405,1083,3767,10890,3770,2828,2707,14676,17867,100.0,7.8661873765342145,11.02691149324784,3.5072379286894004,12.199229249651868,35.26668609734771,12.208944590174552,9.158327666051362,8.766475598303055,47.52744583697658,57.86132970627287
0750,22200,1977,2589,784,2152,7347,2792,2178,2381,11037,11473,100.0,8.905405405405405,11.662162162162163,3.5315315315315314,9.693693693693692,33.0945945945946,12.576576576576576,9.81081081081081,10.725225225225225,49.71621621621621,51.68018018018018
0760,30546,2737,4462,1392,3019,8327,4062,3146,3401,15280,14929,100.0,8.960256662083415,14.607477247430106,4.557061481044982,9.8834544621227,27.26052510967066,13.297976821842466,10.299220847246774,11.134027368558895,50.02291625744778,48.87382963399463
0810,94805,5889,9359,3292,10273,37856,12217,8544,7375,45430,58535,100.0,6.211697695269237,9.871842202415484,3.4723906966932123,10.835926375191182,39.930383418596065,12.886451136543432,9.012182901745689,7.7791255735456994,47.91941353304151,61.742524128474244
0820,33521,2886,4267,1253,4009,10709,4313,3192,2892,15939,17845,100.0,8.609528355359327,12.729333850422123,3.7379553115957163,11.95966707437129,31.94713761522628,12.866561260105605,9.522388950210315,8.627427582709347,47.54929745532651,53.235285343516004
0830,21914,2129,2781,819,2108,6270,2786,2425,2596,11020,9143,100.0,9.71525052477868,12.6905174774117,3.7373368622798213,9.619421374463814,28.61184630829607,12.713333941772383,11.065985214931095,11.846308296066441,50.2874874509446,41.722186729944326
0840,19158,1785,2740,853,2034,5022,2680,2062,1982,9480,8272,100.0,9.317256498590668,14.30211921912517,4.452448063472179,10.616974632007517,26.21359223300971,13.988934126735566,10.763127675122664,10.345547551936528,49.48324459755716,43.177784737446494
0910,18815,1873,1884,511,2232,8243,1960,1108,1004,9165,11589,100.0,9.954823279298433,10.013287270794578,2.7159181504119054,11.862875365399947,43.8107892638852,10.417220302949774,5.888918416157321,5.336167951102844,48.711134732925856,61.59447249534945
0920,26337,2477,2636,712,4737,11728,2114,1119,814,12108,19688,100.0,9.405019554239283,10.008732961233246,2.7034210426396323,17.98610320082014,44.53050841022136,8.026730455253066,4.248775486957513,3.0907088886357594,45.97334548354027,74.75414815658579
0930,15070,1854,2212,611,1798,5130,1574,949,942,7370,9028,100.0,12.302587923025879,14.678168546781686,4.0544127405441275,11.930988719309887,34.041141340411414,10.444591904445918,6.297279362972794,6.250829462508295,48.9051094890511,59.907100199071
0940,7144,739,1004,309,783,2422,742,475,670,3524,4657,100.0,10.34434490481523,14.053751399776035,4.3253079507278835,10.960246360582307,33.902575587905936,10.386338185890258,6.648936170212766,9.378499440089586,49.328107502799554,65.1875699888018
0950,9208,989,1025,328,1010,3687,917,527,725,4570,5874,100.0,10.740660295395308,11.13162467419635,3.5621198957428324,10.968722849695917,40.04126846220677,9.958731537793224,5.723284100781929,7.873588184187663,49.630755864465684,63.792354474370114
1010,40388,4156,5241,1588,5164,13774,4319,2896,3250,19608,25526,100.0,10.2901852035258,12.97662672080816,3.931860948796672,12.785976032484896,34.10418936317718,10.693770426859462,7.170446667326928,8.046944637020898,48.549073982371,63.20194117064475
1020,34093,4111,5085,1377,4265,11824,3488,2056,1887,16604,24899,100.0,12.058193764115801,14.915085208107238,4.038952277593641,12.509899392837239,34.681606194820056,10.230839175197255,6.0305634587745285,5.5348605285542485,48.70207960578418,73.03258733464347
1030,7261,726,839,242,1058,2547,744,486,619,3505,4364,100.0,9.99862277923151,11.554882247624294,3.332874259743837,14.570995730615618,35.07781297341964,10.246522517559564,6.693292934857458,8.524996556948079,48.271587935546066,60.1019143368682
1040,5842,563,845,242,596,1729,747,500,620,2999,2854,100.0,9.637110578568983,14.464224580623075,4.142416980486135,10.201985621362548,29.596028757274905,12.786716877781581,8.558712769599452,10.612803834303321,51.33515919205751,48.853132488873676
1110,24109,2798,3666,1004,2744,8094,2509,1670,1624,11750,16314,100.0,11.605624455597495,15.205939690571984,4.164419926168651,11.38164171056452,33.57252478327595,10.406901986809904,6.9268737815753445,6.736073665436145,48.73698618773072,67.66767597162885
1120,18706,2108,2733,793,2327,7055,1778,980,932,9171,13231,100.0,11.269111515021917,14.610285469902706,4.239281513952743,12.439858868812145,37.715171602694326,9.504971666844861,5.2389607612530735,4.9823586015182295,49.027050144338716,70.7313161552443
1130,32962,2929,3350,932,5306,13428,3168,2059,1790,15739,23028,100.0,8.885989927795643,10.163218251319702,2.827498331411929,16.097324191493236,40.73781930708088,9.611067289606213,6.2465869789454525,5.430495722346945,47.74892300224501,69.86226563922092
1140,29407,2853,3009,835,4148,12605,2711,1684,1562,14490,20193,100.0,9.701771687013295,10.23225762573537,2.8394599925187882,14.105485088584352,42.86394395892135,9.21889346074064,5.726527697486993,5.311660488999218,49.27398238514639,68.66732410650526
1150,10427,1235,1213,332,1405,4534,847,435,426,5153,6936,100.0,11.844250503500527,11.633259806272179,3.1840414309005465,13.474633163901409,43.483264601515295,8.123141843291455,4.171861513378728,4.085547137239858,49.41977558262204,66.519612544356
1210,30571,2581,3365,1045,3758,10768,3765,2817,2472,14656,18414,100.0,8.44264171927644,11.007163651826895,3.418272218769422,12.292695691995682,35.22292368584606,12.315593209250597,9.214615158156422,8.086094664878479,47.94085898400445,60.23355467600013
1220,30884,2416,3401,1116,4011,10102,3982,3015,2841,14546,20281,100.0,7.822820878124595,11.012174588783836,3.6135215645641754,12.98730734360834,32.709493588913354,12.893407589690456,9.76233648491128,9.198937961403963,47.0988213961922,65.66830721409144
1240,10202,800,1458,497,1029,2501,1345,1166,1406,5320,4780,100.0,7.8415996863360125,14.291315428347385,4.871593805136247,10.086257596549695,24.514801019407958,13.183689472652421,11.429131542834739,13.781611448735543,52.14663791413449,46.853558125857674
1250,14671,1286,1714,470,1729,4807,1834,1384,1447,6957,8355,100.0,8.765591984186491,11.682911866948402,3.2035989366777997,11.785154386204075,32.765319337468476,12.500852020993797,9.433576443323563,9.862995024197396,47.420080430781816,56.94908322541068
1260,27344,2578,4465,1442,3099,7462,3521,2507,2270,13517,14169,100.0,9.428028086600351,16.32899356348742,5.273551784669397,11.333382094792276,27.289350497366883,12.876682270333529,9.168373317729667,8.30163838502048,49.43314803978935,51.81758338209479
