id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined,inhabitants_percentage,inhabitants_from_european_union_percentage,inhabitants_from_france_percentage,inhabitants_from_greece_percentage,inhabitants_from_italy_percentage,inhabitants_from_austria_percentage,inhabitants_from_spain_percentage,inhabitants_from_poland_percentage,inhabitants_from_bulgaria_percentage,inhabitants_from_rumania_percentage,inhabitants_from_croatia_percentage,inhabitants_from_united_kingdom_percentage,inhabitants_from_former_yugoslavia_percentage,inhabitants_from_bosnia_herzegovina_percentage,inhabitants_from_serbia_percentage,inhabitants_from_former_soviet_union_percentage,inhabitants_from_russia_percentage,inhabitants_from_ukraine_percentage,inhabitants_from_kazakhstan_percentage,inhabitants_from_islamic_countries_percentage,inhabitants_from_turkey_percentage,inhabitants_from_iran_percentage,inhabitants_from_arabic_countries_percentage,inhabitants_from_lebanon_percentage,inhabitants_from_syria_percentage,inhabitants_from_vietnam_percentage,inhabitants_from_united_states_percentage,inhabitants_from_undefined_percentage
011001,10688,2444,296,116,303,134,199,478,148,201,87,185,332,63,105,1788,787,550,78,3335,1003,252,1520,250,352,81,284,499,100.0,22.86676646706587,2.769461077844311,1.0853293413173652,2.834955089820359,1.2537425149700598,1.8619011976047903,4.472305389221557,1.3847305389221556,1.88061377245509,0.8139970059880239,1.7309131736526946,3.1062874251497004,0.5894461077844311,0.9824101796407185,16.729041916167663,7.363398203592815,5.145958083832335,0.7297904191616766,31.20321856287425,9.384356287425149,2.3577844311377243,14.221556886227546,2.339071856287425,3.293413173652695,0.7578592814371258,2.657185628742515,4.6687874251497
011002,8149,1963,161,73,247,109,191,253,306,99,22,153,191,32,71,1896,947,479,76,1774,422,128,873,107,256,281,240,245,100.0,24.088845257086756,1.9757025401889803,0.8958154374769911,3.0310467542029698,1.3375874340409866,2.3438458706589764,3.104675420296969,3.7550619707939625,1.2148729905509879,0.2699717756779973,1.8775309853969813,2.3438458706589764,0.39268621916799606,0.8712725487789914,23.26665848570377,11.621057798502884,5.8780218431709415,0.9326297705239908,21.769542275125783,5.178549515277949,1.5707448766719843,10.712970916676893,1.3130445453429869,3.1414897533439685,3.4482758620689653,2.9451466437599705,3.0065038655049703
011003,32076,8458,966,350,1327,469,831,1114,653,424,192,835,1012,147,264,4391,1772,1426,222,7075,1981,432,3129,276,1085,1766,1548,1058,100.0,26.368624516772666,3.0115974560419008,1.091158498565906,4.137049507419878,1.462152388078314,2.5907220351664795,3.473001621149769,2.0357899987529615,1.3218605811198403,0.5985783763561541,2.6031924180072328,3.155006858710562,0.45828656939768053,0.823045267489712,13.689362763436838,5.524379598453673,4.44569148272852,0.6921062476618032,22.056989649582242,6.175957101883028,1.3468013468013467,9.7549569771792,0.8604564160119716,3.382591345554309,5.505674024192542,4.8260381593714925,3.2984162613792245
011004,15508,5197,702,222,853,466,450,559,178,213,118,668,403,67,109,2288,855,797,65,2599,684,226,995,55,310,219,974,382,100.0,33.51173587825638,4.526695898890895,1.4315192158885737,5.5003868970853755,3.0049006964147535,2.901728140314676,3.6045911787464533,1.1477946866133608,1.3734846530822802,0.7608976012380707,4.307454217178231,2.598658756770699,0.432035078669074,0.7028630384317771,14.753675522311067,5.513283466597885,5.1392829507351045,0.41913850915656437,16.759092081506317,4.410626773278308,1.457312354913593,6.416043332473562,0.35465566159401596,1.9989682744389992,1.4121743616198092,6.280629352592211,2.4632447768893475
012005,25530,7043,652,369,789,250,417,1572,881,559,351,441,1608,259,561,2267,683,969,88,8826,3085,431,3644,1012,852,247,474,1187,100.0,27.587152369761064,2.553858206032119,1.445358401880141,3.09048178613396,0.9792401096748923,1.6333725029377202,6.1574618096357225,3.4508421464943204,2.189580885233059,1.374853113983549,1.72737955346651,6.298472385428908,1.0144927536231882,2.197414806110458,8.879749314531923,2.6752839796318058,3.7955346650998827,0.3446925186055621,34.571092831962396,12.083822953388172,1.6882099490795142,14.27340383862123,3.963963963963964,3.337250293772033,0.9674892283587935,1.8566392479435958,4.6494320407363885
012006,25296,6307,642,381,714,303,432,1345,569,337,234,456,1199,254,362,3017,1178,988,141,8491,3489,502,3237,756,785,244,508,1375,100.0,24.932795698924732,2.5379506641366225,1.5061669829222013,2.82258064516129,1.1978178368121442,1.7077798861480076,5.317046173308033,2.2493674889310564,1.332226438962682,0.9250474383301708,1.8026565464895636,4.739879822896901,1.004111321948134,1.431056293485136,11.926786843769765,4.6568627450980395,3.9057558507273873,0.5574003795066413,33.56657179000633,13.7926944971537,1.984503478810879,12.796489563567363,2.988614800759013,3.10325743200506,0.9645793801391525,2.008222643896268,5.435641998734978
013007,25466,6353,359,558,554,152,260,1228,1460,633,286,276,1818,448,570,1707,516,634,93,11576,5916,150,3824,935,994,141,254,1518,100.0,24.946988141050813,1.4097227676117177,2.1911568365664023,2.175449619099976,0.5968742637241812,1.0209691353176784,4.822115762192728,5.733134375245426,2.4856671640618866,1.1230660488494464,1.0837980051833818,7.138930338490536,1.7592083562396923,2.2382784889656797,6.70305505379722,2.026231053168931,2.489593968428493,0.36519280609440036,45.456687347836336,23.230974632843793,0.5890206549909683,15.016099897903088,3.6715620827770366,3.9032435404068173,0.5536794156915102,0.9974083091180398,5.9608890285086
013008,26658,4857,321,221,560,175,310,1242,561,342,276,254,1501,311,399,2177,869,665,216,13415,7356,195,4385,1417,1025,122,363,2206,100.0,18.21967139320279,1.2041413459374297,0.8290194313151774,2.1006827218846125,0.6564633505889415,1.162877935328982,4.659014179608373,2.104433941030835,1.2829169480081026,1.0353364843574162,0.9528096631405207,5.630579938480007,1.1666291544752045,1.4967364393427864,8.166404081326432,3.2598094380673714,2.4945607322379773,0.8102633355840648,50.32260484657514,27.593968039612875,0.7314877335133919,16.44909595618576,5.315477530197314,3.8449996248780858,0.45764873583914767,1.3616925500787755,8.275189436566885
014009,25059,6724,532,390,704,206,290,1654,1252,377,288,353,1649,327,433,1891,605,722,80,9682,4542,243,3145,629,819,213,322,1635,100.0,26.83267488726605,2.1229897442036796,1.5563270681192387,2.809369887066523,0.8220599385450337,1.157268845524562,6.600423001715951,4.996208946885351,1.5044494991819306,1.1492876810726684,1.4086755257592083,6.580470090586217,1.3049203878845923,1.7279221038349495,7.546190989265334,2.414302246697793,2.881200367133565,0.31924657807574125,38.63681711161659,18.12522447025021,0.9697114809050641,12.550381100602578,2.5100762201205153,3.2682868430504013,0.8499940141266611,1.2849674767548587,6.524601939422962
014010,37531,9884,705,667,921,335,530,1980,2076,862,345,486,2236,614,737,2398,788,944,115,15846,7927,357,5259,1416,1225,274,442,1991,100.0,26.33556260158269,1.878447150355706,1.7771975167195118,2.4539713836561776,0.8925954544243426,1.4121659428206015,5.275638805254323,5.531427353387866,2.296768005115771,0.9192400948549199,1.294929524926061,5.957741600277104,1.6359809224374517,1.9637099997335534,6.3893847752524575,2.0995976659294984,2.515254056646506,0.30641336495163995,42.22109722629293,21.121206469318697,0.9512136633716127,14.01241640244065,3.7728810849697583,3.26396845274573,0.7300631477978204,1.1776931070315206,5.304947909727958
