id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
037015,11135,874,1087,291,1169,5148,1468,713,385,5660,7326,100.0,7.849124382577459,9.762011674898966,2.6133812303547375,10.498428378985182,46.23259991019309,13.183655141445891,6.403233048944769,3.4575662325999104,50.8307139649753,65.79254602604401
037016,11965,850,1215,343,1213,5607,1530,739,468,6107,7632,100.0,7.1040534893439204,10.154617634768073,2.866694525699958,10.137902214793147,46.86167989970748,12.787296280819055,6.1763476807354785,3.9114082741328873,51.040534893439194,63.786042624320935
041001,11322,860,1328,452,1192,3502,1623,1217,1148,5595,6476,100.0,7.595831125242889,11.72937643525879,3.992227521639286,10.528175234057587,30.930930930930934,14.33492315845257,10.748984278396042,10.139551316021905,49.41706412294648,57.19837484543366
042002,4774,281,498,234,941,1396,554,435,435,2378,3056,100.0,5.886049434436531,10.431503979891076,4.901550062840386,19.71093422706326,29.241726015919568,11.604524507750314,9.111855886049435,9.111855886049435,49.81147884373691,64.01340594888983
042003,10694,729,1100,329,1434,3424,1335,1042,1301,5471,6088,100.0,6.816906676641107,10.286141761735552,3.0764914905554517,13.409388442117077,32.01795399289321,12.483635683560875,9.743781559753133,12.165700392743595,51.159528707686555,56.92911913222368
043004,19678,1321,1811,553,2230,6766,2438,1951,2608,10075,11447,100.0,6.713080597621709,9.2031710539689,2.8102449435918286,11.33245248500864,34.383575566622625,12.389470474641733,9.914625470068096,13.253379408476471,51.19930887285293,58.171562150625064
043005,8554,573,785,278,1082,3122,1076,803,835,4173,5434,100.0,6.698620528407763,9.17699321954641,3.2499415478138878,12.64905307458499,36.49754500818331,12.578910451250877,9.387421089548749,9.761515080664017,48.78419452887538,63.525835866261396
043006,27431,1738,2149,820,3431,9852,3476,2801,3164,13756,16538,100.0,6.335897342422807,7.8342021800153105,2.9893186540775036,12.507746709926726,35.91556997557508,12.671794684845613,10.211075061062303,11.53439539207466,50.14764317742701,60.289453537967994
044007,8800,668,1041,314,878,2489,1315,954,1141,4618,4740,100.0,7.590909090909091,11.829545454545455,3.5681818181818183,9.977272727272728,28.28409090909091,14.94318181818182,10.840909090909092,12.965909090909092,52.47727272727273,53.86363636363637
044008,12476,903,1492,474,1154,3941,1667,1289,1556,6495,6808,100.0,7.237896761782622,11.958961205514589,3.7992946457197823,9.249759538313562,31.588650208400125,13.361654376402694,10.331837127284386,12.471946136582238,52.05995511381853,54.56877204232126
045009,13868,869,1336,432,1465,4791,1846,1466,1663,7148,8058,100.0,6.266224401499857,9.63368906835881,3.1150850879723104,10.563888087683877,34.54715892702625,13.311220074992788,10.571098932794925,11.991635419671185,51.54312085376406,58.10498990481684
045010,20211,1235,1849,573,2153,6454,2740,2254,2953,10505,12023,100.0,6.110533867695809,9.148483499084657,2.8350898025827522,10.652614912671318,31.933105734501016,13.556973925090299,11.152342783632676,14.610855474741477,51.97664638068379,59.48740784721191
045011,22156,1456,2212,851,2595,7496,2834,2164,2548,11106,12838,100.0,6.5715833182885,9.983751579707528,3.840946019137028,11.712402960823255,33.83282180899079,12.791117530240115,9.767105975807908,11.500270807004874,50.12637660227478,57.9436721429861
051001,11523,1198,1517,459,1280,3946,1360,822,941,5769,6641,100.0,10.396598108131563,13.164974399028031,3.983337672481125,11.108218345916862,34.24455436952182,11.802481992536666,7.133558969018485,8.166276143365444,50.06508721687061,57.63256096502647
051002,21428,1851,2943,986,2226,6320,2816,2088,2198,10618,12071,100.0,8.638230352809408,13.73436624976666,4.601456038827702,10.388277020720553,29.494119843195822,13.141683778234087,9.744259846929252,10.25760686951652,49.551988053014746,56.332835542281124
051003,22797,1982,3022,887,2916,7435,2808,1996,1751,11073,15456,100.0,8.694126420143002,13.256130192569199,3.890862832828881,12.791156731148837,32.61394043075843,12.31741018555073,8.7555380093872,7.680835197613721,48.57218055007238,67.79839452559547
052004,7973,656,1129,340,868,2346,1040,811,783,3947,4302,100.0,8.227768719428068,14.160290982064467,4.264392324093817,10.886742756804214,29.42430703624733,13.044023579581085,10.17182992600025,9.820644675780759,49.50457795058322,53.95710523015176
052005,16188,1436,2628,894,1640,4555,2064,1561,1410,8166,9508,100.0,8.870768470471955,16.234247590808007,5.522609340252038,10.13096120583148,28.138127007659996,12.750185322461082,9.642945391648135,8.710155670867309,50.44477390659748,58.734865332344945
052006,15879,1318,1920,569,1925,5276,1978,1522,1371,7601,10058,100.0,8.300270797909189,12.091441526544493,3.583349077397821,12.122929655519869,33.22627369481705,12.456703822658858,9.58498646010454,8.634044965048176,47.868253668367025,63.341520246866935
053007,11097,1110,1421,426,1051,3550,1462,1079,998,5634,5465,100.0,10.002703433360367,12.805262683608182,3.838875371722087,9.471028205821392,31.99062809768406,13.174731909525098,9.723348652789042,8.993421645489772,50.77047850770479,49.247544381364335
053008,7207,590,787,260,788,2443,946,662,731,3450,4177,100.0,8.186485361454142,10.919938948244761,3.60760371860691,10.93381434716248,33.897599555987235,13.126127376162064,9.1855140835299,10.142916608852506,47.87012626613015,57.957541279311776
054009,4328,308,777,267,356,919,628,478,595,2232,1685,100.0,7.116451016635859,17.952865064695008,6.16913123844732,8.22550831792976,21.233826247689464,14.510166358595194,11.044362292051755,13.747689463955638,51.571164510166355,38.93253234750462
061001,8048,532,907,296,883,2527,1161,865,877,4210,4304,100.0,6.610337972166998,11.269880715705765,3.6779324055666,10.971669980119286,31.39910536779324,14.425944333996025,10.748011928429424,10.897117296222664,52.311133200795226,53.47912524850894
061002,20415,1493,2093,668,2187,6861,2666,2060,2387,10511,11000,100.0,7.313250061229488,10.252265491060495,3.272103845211854,10.712711241734018,33.60764144011756,13.059025226549107,10.090619642419789,11.692383051677687,51.48665197158952,53.88194954690179
062003,15804,1244,1850,546,1839,5042,2014,1485,1784,7945,8531,100.0,7.8714249557074165,11.70589724120476,3.4548215641609716,11.636294608959757,31.903315616299672,12.743609212857503,9.39635535307517,11.28828144773475,50.27208301695774,53.98000506200962
062004,12297,935,1555,521,1393,3541,1608,1237,1507,6366,6739,100.0,7.6034805237049685,12.645360657070832,4.23680572497357,11.327966170610718,28.79564121330406,13.0763600878263,10.059364072538017,12.255021549971538,51.76872407904367,54.80198422379442
063005,10275,773,1310,458,1200,2923,1326,1028,1257,5339,5419,100.0,7.523114355231144,12.749391727493917,4.457420924574209,11.678832116788321,28.447688564476888,12.905109489051094,10.004866180048662,12.233576642335766,51.961070559610704,52.7396593673966
063006,15854,1130,2098,707,2008,4623,2073,1548,1667,8165,8617,100.0,7.127538791472183,13.233253437618266,4.4594424120095875,12.665573356881543,29.15983348050965,13.07556452630251,9.76409738867163,10.514696606534628,51.501198435726,54.35221395231488
064007,7835,516,964,335,1497,1988,854,755,926,3949,4698,100.0,6.5858328015315895,12.303765156349712,4.2756860242501595,19.10657306955967,25.37332482450542,10.899808551372049,9.636247606892152,11.818761965539247,50.402042118698155,59.9617102744097
064008,12190,819,1718,579,1369,3122,1609,1389,1585,6609,6030,100.0,6.71862182116489,14.0935192780968,4.749794913863823,11.230516817063165,25.61115668580804,13.199343724364232,11.394585726004921,13.002461033634127,54.216570959803114,49.46677604593929
071001,14995,825,1337,451,1610,4952,2007,1785,2028,7212,8985,100.0,5.501833944648216,8.916305435145048,3.0076692230743585,10.736912304101368,33.02434144714905,13.384461487162389,11.903967989329777,13.524508169389795,48.09603201067023,59.91997332444148
071002,12264,738,1060,377,1305,4161,1614,1398,1611,6095,7214,100.0,6.017612524461839,8.643183300717547,3.074037834311807,10.640900195694716,33.92857142857143,13.160469667318983,11.399217221135029,13.136007827788651,49.698303979125896,58.82257012393999
072003,9441,646,988,257,1054,3302,1269,908,1017,4609,5431,100.0,6.842495498358225,10.464993115136108,2.7221692617307487,11.164071602584471,34.97510856900752,13.44137273593899,9.617625251562334,10.772163965681601,48.81898104014405,57.52568583836458
072004,14066,998,1301,428,1587,5295,1735,1418,1304,6971,7937,100.0,7.095122991610976,9.249253519124128,3.042798236883265,11.282525238162947,37.64396416891796,12.334707806057159,10.081046495094554,9.270581544149012,49.55922081615242,56.42684487416465
073005,8869,790,888,292,1039,3169,1072,769,850,4636,4889,100.0,8.907430375465102,10.01240275115571,3.292366670425076,11.714962227985117,35.73119855677078,12.087044762656443,8.670650580674259,9.583944074867516,52.271958507159766,55.12459127297328
073006,9171,674,888,317,1005,3035,1166,1056,1030,4621,4857,100.0,7.34925308036201,9.682695453058553,3.4565478137607677,10.958456002616945,33.09344673427107,12.71398975029986,11.51455675498855,11.231054410642242,50.38708973939592,52.96041871115472
074007,9271,563,1031,320,1437,2937,1137,961,885,4178,5618,100.0,6.072699816632509,11.120698953726675,3.4516233416028475,15.499946068385286,31.679430482148636,12.264049185632619,10.36565634775105,9.545895804120375,45.06525725380218,60.597562291014995
074008,13415,1131,1536,458,1353,4818,1676,1212,1231,6592,7317,100.0,8.430860976518822,11.4498695490123,3.4140887066716363,10.085724934774506,35.91502049944093,12.493477450614982,9.034662691017518,9.17629519194931,49.13902348117779,54.54342154304883
074009,8193,735,838,305,977,3135,957,655,591,3906,4932,100.0,8.971072867081654,10.228243622604664,3.722690101305993,11.924813865494935,38.26437202489931,11.680703039179788,7.994629561821067,7.213474917612596,47.67484437934822,60.197729769315266
075010,14114,1261,1576,472,1320,4890,1753,1335,1507,7018,7207,100.0,8.93439138444098,11.166217939634405,3.3441972509564972,9.352416040810544,34.64645033300269,12.420291908743092,9.458693495819753,10.677341646592037,49.72367861697605,51.06277455009211
075011,8086,716,1013,312,832,2457,1039,843,874,4019,4266,100.0,8.854810784071235,12.527825871877319,3.858520900321544,10.289389067524116,30.385852090032156,12.849369280237447,10.425426663368786,10.8088053425674,49.703190699975266,52.75785307939649
076012,7767,666,1165,372,859,2223,965,756,761,3746,4100,100.0,8.574739281575898,14.999356250804684,4.789494013132484,11.059611175486031,28.621089223638467,12.424359469550664,9.73348783314021,9.79786275267156,48.22968971288786,52.78743401570748
076013,6396,561,826,254,499,1727,915,705,909,3330,2797,100.0,8.77110694183865,12.914321450906815,3.9712320200125077,7.801751094434022,27.00125078173859,14.305816135084429,11.022514071294559,14.212007504690433,52.06378986866792,43.73045653533458
076014,5810,492,824,255,576,1497,869,630,667,2901,2661,100.0,8.46815834767642,14.182444061962135,4.388984509466437,9.91394148020654,25.765920826161793,14.95697074010327,10.843373493975903,11.480206540447504,49.93115318416523,45.80034423407917
076015,10573,1018,1647,511,1085,2880,1313,1055,1064,5303,5371,100.0,9.628298496169489,15.577414168164191,4.833065355149911,10.26198808285255,27.239194173839028,12.418424288281471,9.978246476875059,10.063368958668306,50.156057883287616,50.79920552350327
081001,19020,1179,1596,563,2064,8274,2319,1595,1430,9047,12108,100.0,6.198738170347004,8.391167192429021,2.9600420609884335,10.85173501577287,43.50157728706625,12.192429022082019,8.385909568874869,7.518401682439538,47.56572029442692,63.65930599369085
081002,23009,1319,2240,819,2678,8794,2986,2196,1977,11015,14367,100.0,5.73253944108827,9.735320961362945,3.559476726498327,11.638923899343736,38.219827024207916,12.977530531531139,9.54409144247903,8.592289973488635,47.87257160241645,62.44078404102742
081003,20033,1052,1620,569,1979,8632,2779,1831,1571,9788,12627,100.0,5.251335296760345,8.086657015923727,2.840313482753457,9.878700144761146,43.08890330953926,13.872111016822245,9.139919133429842,7.842060600009984,48.85938201966755,63.030998851894374
081004,21774,1469,2131,800,2327,9027,2734,1752,1534,10362,14030,100.0,6.7465784881050785,9.786901809497566,3.6741067328005883,10.68705795903371,41.457701846238635,12.556259759346009,8.046293744833287,7.045099660145127,47.588867456599615,64.43464682649031
081005,10969,870,1772,541,1225,3129,1399,1170,863,5218,5403,100.0,7.931443157990701,16.154617558574163,4.9320813200838725,11.167836630504148,28.52584556477345,12.754125262102288,10.66642355729784,7.867626948673534,47.57042574528216,49.25699699152156
082006,12655,1078,1539,477,1684,4322,1557,1091,907,5821,7719,100.0,8.51837218490715,12.161201106282101,3.769261161596207,13.306993283287238,34.15250888976689,12.303437376531015,8.621098380086922,7.167127617542474,45.997629395495856,60.99565389174239
082007,8382,674,980,295,875,2581,1182,906,889,4016,4016,100.0,8.041040324504891,11.691720353137676,3.519446432832259,10.43903602958721,30.792173705559534,14.101646385110952,10.808876163206872,10.606060606060606,47.91219279408256,47.91219279408256
082008,12484,1134,1748,481,1450,3806,1574,1195,1096,6102,6110,100.0,9.083627042614546,14.00192246074976,3.8529317526433835,11.614867029798141,30.48702338993912,12.608138417173983,9.572252483178469,8.779237423902595,48.87856456264018,48.94264658763217
083009,11155,1080,1362,418,1093,3222,1373,1201,1406,5613,4738,100.0,9.681757059614522,12.209771402958316,3.7471985656656206,9.798296727924697,28.883908561183326,12.308381891528462,10.76647243388615,12.604213357238905,50.31824294038548,42.47422680412371
083010,10759,1049,1419,401,1015,3048,1413,1224,1190,5407,4405,100.0,9.749976763639744,13.188958081606097,3.727112185147319,9.433962264150944,28.329770424760664,13.133190816990425,11.376521981596802,11.060507482108003,50.255599962821826,40.942466772004835
084011,3846,327,543,166,405,1085,473,443,404,1894,1753,100.0,8.502340093603744,14.118564742589705,4.316172646905876,10.530421216848673,28.211128445137806,12.298491939677588,11.518460738429537,10.504420176807072,49.24596983879355,45.57982319292771
084012,15312,1458,2197,687,1629,3937,2207,1619,1578,7586,6519,100.0,9.521943573667711,14.348223615464995,4.486677115987461,10.638714733542319,25.71185997910136,14.413531870428423,10.573406478578892,10.305642633228839,49.54284221525601,42.57445141065831
091001,4924,419,521,132,486,2220,625,306,215,2421,2945,100.0,8.509341998375303,10.580828594638506,2.680747359870024,9.870024370430544,45.08529650690495,12.69293257514216,6.214459788789601,4.366368805848904,49.16734362307068,59.80909829406986
091002,3340,277,284,53,517,1572,321,182,134,1568,2266,100.0,8.293413173652695,8.502994011976048,1.5868263473053892,15.479041916167665,47.06586826347306,9.610778443113773,5.449101796407185,4.0119760479041915,46.94610778443114,67.84431137724552
091003,5241,523,500,144,583,2366,488,300,337,2552,3223,100.0,9.979011639000191,9.540164090822362,2.7475672581568404,11.123831329898874,45.144056477771414,9.311200152642625,5.724098454493418,6.430070597214272,48.69299751955734,61.495897729440955
091004,5310,654,579,182,646,2085,526,320,318,2624,3155,100.0,12.31638418079096,10.903954802259888,3.427495291902072,12.16572504708098,39.26553672316384,9.905838041431261,6.0263653483992465,5.988700564971752,49.41619585687383,59.41619585687382
092005,9494,827,981,272,1878,4102,732,416,286,4371,7110,100.0,8.710764693490626,10.33284179481778,2.8649673477986095,19.78091426163893,43.20623551716874,7.7101327153992,4.3817147672214025,3.0124289024647144,46.03960396039604,74.88940383400042
092006,5205,542,480,152,828,2450,415,196,142,2333,3961,100.0,10.413064361191163,9.221902017291066,2.9202689721421713,15.907780979827088,47.070124879923156,7.973102785782901,3.765609990393852,2.7281460134486073,44.822286263208454,76.09990393852065
092007,7724,719,761,173,1523,3370,612,326,240,3543,5763,100.0,9.30864836872087,9.85240807871569,2.239772138788193,19.71776281719316,43.63024339720352,7.923355774210254,4.220611082340756,3.1071983428275507,45.87001553599171,74.61160020714655
092008,3914,389,414,115,508,1806,355,181,146,1861,2854,100.0,9.9386816555953,10.577414409810935,2.9381706693919263,12.979049565661727,46.142054164537555,9.070005109862034,4.624425140521206,3.730199284619315,47.54726622381196,72.91773122125701
093009,8645,1100,1432,409,942,2708,964,574,516,4333,5023,100.0,12.724117987275882,16.56448814343551,4.731058415268941,10.896471949103528,31.324465008675535,11.150954308849045,6.6396761133603235,5.968768074031232,50.12145748987854,58.10294968189705
093010,3988,467,481,142,650,1417,403,225,203,1816,2576,100.0,11.71013039117352,12.061183550651956,3.560682046138415,16.29889669007021,35.53159478435306,10.10531594784353,5.641925777331996,5.090270812437312,45.53660982948847,64.5937813440321
093011,1836,219,234,35,145,818,152,102,131,914,1149,100.0,11.928104575163399,12.745098039215685,1.906318082788671,7.897603485838781,44.55337690631808,8.278867102396514,5.555555555555555,7.135076252723311,49.78213507625273,62.58169934640523
093012,601,68,65,25,61,187,55,48,92,307,280,100.0,11.314475873544092,10.8153078202995,4.159733777038269,10.149750415973378,31.114808652246257,9.151414309484194,7.9866888519134775,15.307820299500833,51.08153078202995,46.58901830282861
094013,1790,195,196,64,188,670,168,101,208,860,1091,100.0,10.893854748603351,10.949720670391061,3.5754189944134076,10.502793296089386,37.43016759776536,9.385474860335195,5.64245810055866,11.620111731843576,48.04469273743017,60.94972067039106
094014,2478,252,384,121,302,745,260,139,275,1244,1730,100.0,10.16949152542373,15.49636803874092,4.882970137207425,12.18724778046812,30.064568200161418,10.49233252623083,5.609362389023406,11.09765940274415,50.20177562550444,69.8143664245359
094015,2094,230,299,95,237,749,219,149,116,1021,1456,100.0,10.983763132760267,14.278892072588349,4.536771728748806,11.318051575931232,35.76886341929322,10.458452722063036,7.115568290353391,5.5396370582617,48.75835721107927,69.53199617956065
094016,782,62,125,29,56,258,95,86,71,399,380,100.0,7.928388746803069,15.9846547314578,3.70843989769821,7.161125319693094,32.992327365728904,12.148337595907927,10.997442455242968,9.07928388746803,51.023017902813294,48.59335038363171
095017,2307,218,263,106,263,766,292,162,237,1157,1357,100.0,9.449501517121803,11.400086692674469,4.59471174685739,11.400086692674469,33.20329432162982,12.657130472475075,7.022106631989597,10.273081924577374,50.151712180320764,58.820979627221504
095018,1872,229,235,93,214,680,185,94,142,893,1130,100.0,12.232905982905983,12.553418803418804,4.967948717948718,11.431623931623932,36.324786324786324,9.882478632478632,5.021367521367521,7.585470085470085,47.702991452991455,60.36324786324786
095019,3099,360,320,55,339,1429,253,145,198,1550,2159,100.0,11.616650532429816,10.325911584382059,1.7747660535656664,10.939012584704743,46.11164891900613,8.163923846402065,4.678928686673121,6.389157792836399,50.0161342368506,69.6676347208777
095020,1930,182,207,74,194,812,187,126,148,970,1228,100.0,9.430051813471502,10.725388601036268,3.83419689119171,10.05181347150259,42.07253886010363,9.689119170984457,6.528497409326425,7.66839378238342,50.259067357512954,63.626943005181346
