id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
101001,8542,841,1134,381,970,2716,1026,663,811,4159,5218,100.0,9.845469445094826,13.275579489580894,4.460313743853899,11.355654413486302,31.79583235776165,12.011238585811286,7.761648325918989,9.494263638492157,48.688831655350036,61.086396628424254
101002,17403,1859,2322,663,2283,6002,1788,1172,1314,8352,11264,100.0,10.682066310406253,13.342527150491296,3.809687984830202,13.118427857265988,34.488306613802216,10.27409067402172,6.734471068206631,7.550422340975693,47.99172556455783,64.72447279204735
101003,14443,1456,1785,544,1911,5056,1505,1061,1125,7097,9044,100.0,10.081008100810081,12.35892820051236,3.7665304992037663,13.23132313231323,35.00657758083501,10.42027279651042,7.346119227307346,7.789240462507789,49.13799072214914,62.61856954926262
102004,18885,2126,2875,807,2418,6653,1952,1133,921,9144,14111,100.0,11.257611861265554,15.223722531109345,4.273232724384432,12.803812549642574,35.229017738946254,10.336245697643633,5.99947047921631,4.876886417791898,48.41938046068308,74.72067778660313
102005,8470,1169,1290,361,1075,2917,856,440,362,4042,6377,100.0,13.801652892561982,15.230224321133413,4.262101534828807,12.69185360094451,34.439197166469896,10.106257378984651,5.194805194805195,4.2739079102715465,47.721369539551354,75.2892561983471
102006,6738,816,920,209,772,2254,680,483,604,3418,4411,100.0,12.110418521816563,13.653903235381417,3.101810626298605,11.457405758385278,33.45206292668448,10.092015434847136,7.168299198575245,8.96408429801128,50.72721875927575,65.46452953398635
103007,7261,726,839,242,1058,2547,744,486,619,3505,4364,100.0,9.99862277923151,11.554882247624294,3.332874259743837,14.570995730615618,35.07781297341964,10.246522517559564,6.693292934857458,8.524996556948079,48.271587935546066,60.1019143368682
104008,2354,239,326,102,255,670,312,198,252,1223,1175,100.0,10.152931180968563,13.848768054375531,4.333050127442651,10.832625318606627,28.462192013593885,13.254035683942226,8.411214953271028,10.70518266779949,51.95412064570944,49.91503823279525
104009,3488,324,519,140,341,1059,435,302,368,1776,1679,100.0,9.288990825688073,14.879587155963304,4.013761467889909,9.77637614678899,30.36123853211009,12.471330275229358,8.658256880733944,10.550458715596331,50.917431192660544,48.13646788990826
111001,1785,262,270,73,241,605,174,93,67,851,1217,100.0,14.677871148459385,15.126050420168067,4.089635854341736,13.50140056022409,33.89355742296919,9.747899159663866,5.2100840336134455,3.753501400560224,47.675070028011206,68.17927170868347
111002,12286,1421,1876,517,1369,4169,1278,819,837,5992,8481,100.0,11.56601009278854,15.269412339247927,4.208041673449454,11.14276412176461,33.9329317922839,10.402083672472733,6.666124043626892,6.812632264365945,48.77095881491128,69.02979000488361
111003,10038,1115,1520,414,1134,3320,1057,758,720,4907,6616,100.0,11.107790396493325,15.142458657103008,4.124327555289899,11.297071129707113,33.07431759314605,10.529986052998606,7.55130504084479,7.172743574417215,48.88423988842399,65.90954373381152
112004,6003,679,969,249,735,2132,595,335,309,2868,4299,100.0,11.311011161086123,16.141929035482256,4.147926036981509,12.243878060969514,35.51557554556055,9.911710811261036,5.580543061802432,5.147426286856572,47.77611194402799,71.61419290354823
112005,12703,1429,1764,544,1592,4923,1183,645,623,6303,8932,100.0,11.249311186333937,13.886483507832795,4.2824529638668025,12.532472644257261,38.75462489175786,9.31276076517358,5.07754073840825,4.904353302369519,49.61820042509643,70.31409903172478
113006,13743,1216,1415,428,2149,5440,1324,905,866,6731,9012,100.0,8.84814087171651,10.296150767663539,3.114312741031798,15.637051589900313,39.5837881103107,9.633995488612385,6.58517063232191,6.301389798442844,48.97766135487157,65.57520192097796
113007,14507,1291,1375,368,2437,6205,1419,794,618,6653,11000,100.0,8.899152133452816,9.47818294616392,2.5367064175915077,16.79878679258289,42.77245467705246,9.781484800441167,5.473219824912111,4.26001240780313,45.86061901151168,75.82546356931137
113008,4712,422,560,136,720,1783,425,360,306,2355,3016,100.0,8.955857385398982,11.884550084889643,2.886247877758913,15.280135823429541,37.839558573853985,9.019524617996606,7.6400679117147705,6.494057724957555,49.978777589134125,64.00679117147709
114009,11741,1054,1041,295,1550,5680,1054,597,470,5692,8254,100.0,8.977088834000511,8.866365726939783,2.512562814070352,13.201601226471341,48.377480623456265,8.977088834000511,5.084745762711865,4.003066178349374,48.4796865684354,70.30065582148029
114010,7063,657,783,257,872,2895,709,496,394,3404,4800,100.0,9.301996318844683,11.085940818349144,3.638680447401954,12.346028599745152,40.98824861956676,10.038227382132238,7.022511680588985,5.578366133371089,48.19481806597763,67.95979045731275
114011,10603,1142,1185,283,1726,4030,948,591,698,5394,7139,100.0,10.770536640573422,11.176082240875223,2.6690559275676695,16.2784117702537,38.00811091200604,8.94086579270018,5.573894180892201,6.5830425351315665,50.872394605300386,67.33000094312929
115012,1580,196,200,67,148,699,147,72,51,817,920,100.0,12.40506329113924,12.658227848101266,4.240506329113924,9.367088607594937,44.24050632911393,9.30379746835443,4.556962025316456,3.2278481012658227,51.70886075949367,58.22784810126582
115013,8847,1039,1013,265,1257,3835,700,363,375,4336,6016,100.0,11.744094043178478,11.450209110432915,2.9953656606759353,14.208206171583587,43.34802757997061,7.912286650842093,4.103085791793829,4.23872499152255,49.01096416864474,68.00045213066576
121001,16062,1312,1816,586,1988,5505,2048,1477,1330,7676,9708,100.0,8.168347652845224,11.306188519486989,3.6483625949445897,12.377038973975843,34.27344041837878,12.750591458099864,9.195616984186278,8.28041339808243,47.78981446893288,60.44079193126635
121002,14509,1269,1549,459,1770,5263,1717,1340,1142,6980,8706,100.0,8.746295402853402,10.676132055965262,3.1635536563512305,12.19932455717141,36.27403680474188,11.83403404783238,9.23564683989248,7.8709766351919495,48.108070852574265,60.00413536425667
122003,16372,1335,1897,588,2173,5386,2077,1523,1393,7754,10274,100.0,8.154165648668458,11.586855607134131,3.591497678964085,13.272660640117273,32.89763010017102,12.686293672123137,9.302467627656975,8.508429025164915,47.361348644026386,62.75348155387247
122004,11080,795,1148,417,1500,3513,1485,1165,1057,5061,7943,100.0,7.175090252707582,10.36101083032491,3.7635379061371843,13.537906137184116,31.705776173285198,13.402527075812273,10.514440433212997,9.539711191335739,45.67689530685921,71.68772563176896
122005,3432,286,356,111,338,1203,420,327,391,1731,2064,100.0,8.333333333333332,10.372960372960373,3.234265734265734,9.848484848484848,35.05244755244755,12.237762237762238,9.527972027972027,11.392773892773892,50.43706293706294,60.13986013986013
124006,4330,349,646,207,421,1012,590,511,594,2249,1965,100.0,8.060046189376443,14.919168591224018,4.780600461893765,9.722863741339491,23.371824480369515,13.625866050808314,11.801385681293302,13.718244803695152,51.93995381062355,45.381062355658194
124007,5872,451,812,290,608,1489,755,655,812,3071,2815,100.0,7.680517711171662,13.828337874659399,4.938692098092643,10.354223433242508,25.357629427792915,12.857629427792915,11.154632152588556,13.828337874659399,52.299046321525886,47.939373297002724
125008,4581,397,432,122,595,1619,517,428,471,2268,2795,100.0,8.666230080768392,9.430255402750491,2.6631739794804625,12.9884304736957,35.34162846540057,11.285745470421306,9.342938223095395,10.281597904387688,49.50884086444008,61.01287928399912
125009,10090,889,1282,348,1134,3188,1317,956,976,4689,5560,100.0,8.810703666997027,12.705649157581764,3.4489593657086224,11.238850346878097,31.59563924677899,13.052527254707632,9.474727452923688,9.672943508424183,46.471754212091184,55.10406342913776
126010,4815,482,798,221,576,1342,580,411,405,2362,2808,100.0,10.010384215991692,16.573208722741434,4.589823468328142,11.962616822429908,27.871235721703012,12.045690550363448,8.53582554517134,8.411214953271028,49.05503634475597,58.3177570093458
126011,14529,1433,2389,772,1595,3968,1870,1314,1188,7262,7376,100.0,9.863032555578497,16.44297611673205,5.313510909216051,10.978043912175648,27.310895450478355,12.870810103930072,9.04398100351022,8.176749948379104,49.982793034620414,50.76743065592952
126012,8000,663,1278,449,928,2152,1071,782,677,3893,3985,100.0,8.2875,15.975,5.6125,11.600000000000001,26.900000000000002,13.3875,9.775,8.4625,48.662499999999994,49.8125
